year,state_abbr,state,stratification_category,stratification,obesity_pct,no_leisure_activity_pct,low_fruit_consumption_pct
2019,AR,Arkansas,Income,"$35,000 - $49,999",40.4,28.1,41.9
2019,AR,Arkansas,Income,"$50,000 - $74,999",39.8,26.1,45.0
2019,AR,Arkansas,Income,"$75,000 or greater",35.1,19.6,41.9
2019,AR,Arkansas,Income,Data not reported,35.4,35.7,47.8
2019,AR,Arkansas,Income,"Less than $15,000",43.4,42.2,55.3
2019,AR,Arkansas,Race/Ethnicity,Hispanic,31.1,25.5,39.1
2019,AR,Arkansas,Race/Ethnicity,NH American Indian/Alaska Native,49.4,37.8,54.2
2019,AR,Arkansas,Race/Ethnicity,Non-Hispanic 2 or more races,26.4,35.2,32.0
2019,AR,Arkansas,Race/Ethnicity,Non-Hispanic Black,45.0,32.2,40.3
2019,AR,Arkansas,Race/Ethnicity,Non-Hispanic Other,28.9,39.6,53.1
2019,AR,Arkansas,Race/Ethnicity,Non-Hispanic White,36.9,31.4,48.6
2019,AR,Arkansas,Sex,Female,39.0,34.1,43.0
2019,AR,Arkansas,Sex,Male,35.9,28.1,50.3
2019,AR,Arkansas,Total,Total,37.4,31.2,46.5
2019,AZ,Arizona,Age (years),18 - 24,20.1,18.8,48.7
2019,AZ,Arizona,Age (years),25 - 34,29.8,16.9,38.1
2019,AZ,Arizona,Age (years),35 - 44,35.7,23.6,34.8
2019,AZ,Arizona,Age (years),45 - 54,39.9,25.6,40.0
2019,AZ,Arizona,Age (years),55 - 64,38.5,29.2,38.5
2019,AZ,Arizona,Age (years),65 or older,25.7,28.0,34.9
2019,AZ,Arizona,Education,College graduate,27.2,15.0,33.7
2019,AZ,Arizona,Education,High school graduate,32.5,25.9,40.9
2019,AZ,Arizona,Education,Less than high school,36.1,39.5,37.7
2019,AZ,Arizona,Education,Some college or technical school,32.0,23.4,40.6
2019,AZ,Arizona,Income,"$15,000 - $24,999",37.8,32.9,39.2
2019,AZ,Arizona,Income,"$25,000 - $34,999",31.8,26.1,38.7
2019,AZ,Arizona,Income,"$35,000 - $49,999",33.4,23.5,39.3
2019,AZ,Arizona,Income,"$50,000 - $74,999",31.5,19.4,37.3
2019,AZ,Arizona,Income,"$75,000 or greater",28.1,14.8,35.7
2019,AZ,Arizona,Income,Data not reported,28.6,28.1,40.5
2019,AZ,Arizona,Income,"Less than $15,000",33.4,38.3,44.0
2019,AZ,Arizona,Race/Ethnicity,Hispanic,36.2,25.8,35.1
2019,AZ,Arizona,Race/Ethnicity,NH American Indian/Alaska Native,58.0,35.2,37.8
2019,AZ,Arizona,Race/Ethnicity,Non-Hispanic 2 or more races,19.1,21.9,48.6
2019,AZ,Arizona,Race/Ethnicity,Non-Hispanic Asian,14.4,18.1,25.1
2019,AZ,Arizona,Race/Ethnicity,Non-Hispanic Black,37.6,25.9,44.3
2019,AZ,Arizona,Race/Ethnicity,Non-Hispanic Other,20.0,21.3,35.9
2019,AZ,Arizona,Race/Ethnicity,Non-Hispanic White,28.5,23.1,40.4
2019,AZ,Arizona,Sex,Female,32.1,25.9,35.2
2019,AZ,Arizona,Sex,Male,30.7,22.2,41.9
2019,AZ,Arizona,Total,Total,31.4,24.1,38.5
2019,CA,California,Age (years),18 - 24,13.2,17.3,46.2
2019,CA,California,Age (years),25 - 34,24.0,23.5,40.8
2019,CA,California,Age (years),35 - 44,30.4,22.1,33.8
2019,CA,California,Age (years),45 - 54,33.7,23.1,34.6
2019,CA,California,Age (years),55 - 64,29.8,21.7,33.8
2019,CA,California,Age (years),65 or older,23.3,25.0,30.3
2019,CA,California,Education,College graduate,18.0,13.4,31.6
2019,CA,California,Education,High school graduate,30.8,26.3,40.8
2019,CA,California,Education,Less than high school,36.7,40.0,32.1
2019,CA,California,Education,Some college or technical school,25.7,18.9,39.4
2019,CA,California,Income,"$15,000 - $24,999",29.0,31.0,36.3
2019,CA,California,Income,"$25,000 - $34,999",34.4,27.3,33.3
2019,CA,California,Income,"$35,000 - $49,999",28.6,25.4,39.5
2019,CA,California,Income,"$50,000 - $74,999",25.2,18.5,36.8
2019,CA,California,Income,"$75,000 or greater",23.1,13.9,35.5
2019,CA,California,Income,Data not reported,20.7,25.7,34.8
2019,CA,California,Income,"Less than $15,000",31.3,33.9,37.9
2019,CA,California,Race/Ethnicity,Hispanic,33.8,30.4,35.7
2019,CA,California,Race/Ethnicity,NH American Indian/Alaska Native,29.1,18.2,44.9
2019,CA,California,Race/Ethnicity,Non-Hispanic 2 or more races,27.1,18.1,36.6
2019,CA,California,Race/Ethnicity,Non-Hispanic Asian,9.3,17.2,36.0
2019,CA,California,Race/Ethnicity,Non-Hispanic Black,32.9,25.7,44.9
2019,CA,California,Race/Ethnicity,Non-Hispanic Other,26.0,20.5,31.7
2019,CA,California,Race/Ethnicity,Non-Hispanic White,25.2,16.8,35.5
2019,CA,California,Sex,Female,28.0,24.3,32.9
2019,CA,California,Sex,Male,24.3,20.5,39.5
2019,CA,California,Total,Total,26.2,22.4,36.2
2019,CO,Colorado,Age (years),18 - 24,12.0,17.3,38.7
2019,CO,Colorado,Age (years),25 - 34,22.6,15.4,40.8
2019,CO,Colorado,Age (years),35 - 44,25.4,19.8,34.7
2019,CO,Colorado,Age (years),45 - 54,27.4,18.4,40.3
2019,CO,Colorado,Age (years),55 - 64,27.8,19.1,35.9
2019,CO,Colorado,Age (years),65 or older,24.2,21.7,32.2
2019,CO,Colorado,Education,College graduate,18.7,9.2,31.6
2019,CO,Colorado,Education,High school graduate,26.6,24.5,42.7
2019,CO,Colorado,Education,Less than high school,29.3,39.4,33.0
2019,CO,Colorado,Education,Some college or technical school,26.4,19.6,40.3
2019,CO,Colorado,Income,"$15,000 - $24,999",25.1,27.5,41.3
2019,CO,Colorado,Income,"$25,000 - $34,999",23.6,25.4,38.9
2019,CO,Colorado,Income,"$35,000 - $49,999",26.1,24.0,36.4
2019,CO,Colorado,Income,"$50,000 - $74,999",27.0,15.8,38.2
2019,CO,Colorado,Income,"$75,000 or greater",21.4,10.6,35.0
2019,CO,Colorado,Income,Data not reported,21.4,24.5,36.3
2019,CO,Colorado,Income,"Less than $15,000",33.5,30.6,40.6
2019,CO,Colorado,Race/Ethnicity,Hispanic,31.8,29.4,36.3
2019,CO,Colorado,Race/Ethnicity,NH American Indian/Alaska Native,20.6,18.8,45.8
2019,CO,Colorado,Race/Ethnicity,Non-Hispanic 2 or more races,21.5,17.9,36.7
2019,CO,Colorado,Race/Ethnicity,Non-Hispanic Asian,4.6,14.8,39.7
2019,CO,Colorado,Race/Ethnicity,Non-Hispanic Black,27.5,23.2,42.7
2019,CO,Colorado,Race/Ethnicity,Non-Hispanic White,22.2,15.5,36.8
2019,CO,Colorado,Sex,Female,23.0,18.6,34.8
2019,CO,Colorado,Sex,Male,24.5,18.8,39.2
2019,CO,Colorado,Total,Total,23.8,18.7,37.0
2019,CT,Connecticut,Age (years),18 - 24,18.1,19.1,37.1
2019,CT,Connecticut,Age (years),25 - 34,28.2,22.4,38.8
2019,CT,Connecticut,Age (years),35 - 44,32.0,24.1,35.3
2019,CT,Connecticut,Age (years),45 - 54,33.1,23.3,37.8
2019,CT,Connecticut,Age (years),55 - 64,32.5,20.8,30.9
2019,CT,Connecticut,Age (years),65 or older,28.2,28.5,28.7
2019,CT,Connecticut,Education,College graduate,22.6,13.4,29.1
2019,CT,Connecticut,Education,High school graduate,31.6,29.4,39.3
2019,CT,Connecticut,Education,Less than high school,37.8,46.9,36.1
2019,CT,Connecticut,Education,Some college or technical school,32.1,22.4,35.1
2019,CT,Connecticut,Income,"$15,000 - $24,999",33.6,37.2,39.7
2019,CT,Connecticut,Income,"$25,000 - $34,999",34.3,30.6,40.9
2019,CT,Connecticut,Income,"$35,000 - $49,999",30.7,25.3,37.5
2019,CT,Connecticut,Income,"$50,000 - $74,999",33.5,22.9,32.3
2019,CT,Connecticut,Income,"$75,000 or greater",25.0,13.0,30.6
2019,CT,Connecticut,Income,Data not reported,25.0,29.4,34.1
2019,CT,Connecticut,Income,"Less than $15,000",44.9,40.6,40.8
2019,CT,Connecticut,Race/Ethnicity,Hispanic,35.5,34.5,37.9
2019,CT,Connecticut,Race/Ethnicity,Non-Hispanic 2 or more races,35.3,30.7,33.5
2019,CT,Connecticut,Race/Ethnicity,Non-Hispanic Asian,11.1,23.1,34.4
2019,CT,Connecticut,Race/Ethnicity,Non-Hispanic Black,44.0,28.5,42.7
2019,CT,Connecticut,Race/Ethnicity,Non-Hispanic Other,41.7,35.1,32.9
2019,CT,Connecticut,Race/Ethnicity,Non-Hispanic White,26.5,20.3,32.4
2019,CT,Connecticut,Sex,Female,28.3,25.3,30.1
2019,CT,Connecticut,Sex,Male,29.9,21.6,38.5
2019,CT,Connecticut,Total,Total,29.1,23.5,34.1
2019,DC,District of Columbia,Age (years),18 - 24,12.9,16.2,49.5
2019,DC,District of Columbia,Age (years),25 - 34,18.7,16.0,39.7
2019,DC,District of Columbia,Age (years),35 - 44,21.1,18.4,29.6
2019,DC,District of Columbia,Age (years),45 - 54,28.8,18.0,33.8
2019,DC,District of Columbia,Age (years),55 - 64,40.5,22.2,36.0
2019,DC,District of Columbia,Age (years),65 or older,25.9,25.1,27.5
2019,DC,District of Columbia,Education,College graduate,15.0,9.8,32.2
2019,DC,District of Columbia,Education,High school graduate,34.9,30.0,42.7
2019,DC,District of Columbia,Education,Less than high school,39.4,43.3,34.3
2019,DC,District of Columbia,Education,Some college or technical school,33.1,25.3,40.7
2019,DC,District of Columbia,Income,"$15,000 - $24,999",37.9,33.0,37.3
2019,DC,District of Columbia,Income,"$25,000 - $34,999",37.5,34.1,35.5
2019,DC,District of Columbia,Income,"$35,000 - $49,999",27.6,27.2,29.3
2019,DC,District of Columbia,Income,"$50,000 - $74,999",16.7,17.2,39.4
2019,DC,District of Columbia,Income,"$75,000 or greater",15.7,8.8,33.7
2019,DC,District of Columbia,Income,Data not reported,24.8,23.6,33.7
2019,DC,District of Columbia,Income,"Less than $15,000",42.5,32.5,48.3
2019,DC,District of Columbia,Race/Ethnicity,Hispanic,24.5,21.1,37.3
2019,DC,District of Columbia,Race/Ethnicity,Non-Hispanic Asian,6.1,14.7,44.3
2019,DC,District of Columbia,Race/Ethnicity,Non-Hispanic Black,40.4,30.0,40.6
2019,DC,District of Columbia,Race/Ethnicity,Non-Hispanic White,9.9,9.4,31.0
2019,DC,District of Columbia,Sex,Female,27.8,20.4,32.5
2019,DC,District of Columbia,Sex,Male,19.4,17.3,39.3
2019,DC,District of Columbia,Total,Total,23.8,19.0,35.6
2019,DE,Delaware,Age (years),18 - 24,23.0,18.3,36.8
2019,DE,Delaware,Age (years),25 - 34,31.6,24.5,39.4
2019,DE,Delaware,Age (years),35 - 44,35.8,19.9,35.9
2019,DE,Delaware,Age (years),45 - 54,40.5,27.9,40.8
2019,DE,Delaware,Age (years),55 - 64,40.1,26.4,41.1
2019,DE,Delaware,Age (years),65 or older,32.6,35.3,30.8
2019,DE,Delaware,Education,College graduate,29.1,15.1,33.7
2019,DE,Delaware,Education,High school graduate,38.5,32.0,40.3
2019,DE,Delaware,Education,Less than high school,34.3,43.7,45.3
2019,DE,Delaware,Education,Some college or technical school,35.5,26.7,34.0
2019,DE,Delaware,Income,"$15,000 - $24,999",37.7,37.9,38.3
2019,DE,Delaware,Income,"$25,000 - $34,999",36.8,30.3,42.4
2019,DE,Delaware,Income,"$35,000 - $49,999",33.3,27.4,37.8
2019,DE,Delaware,Income,"$50,000 - $74,999",41.2,22.9,43.6
2019,DE,Delaware,Income,"$75,000 or greater",32.3,18.8,33.0
2019,DE,Delaware,Income,Data not reported,27.9,30.7,35.8
2019,DE,Delaware,Income,"Less than $15,000",41.9,39.7,38.3
2019,DE,Delaware,Race/Ethnicity,Hispanic,36.8,33.1,28.6
2019,DE,Delaware,Race/Ethnicity,Non-Hispanic 2 or more races,26.0,28.4,42.3
2019,DE,Delaware,Race/Ethnicity,Non-Hispanic Asian,9.7,21.0,23.1
2019,DE,Delaware,Race/Ethnicity,Non-Hispanic Black,38.3,32.9,42.6
2019,DE,Delaware,Race/Ethnicity,Non-Hispanic White,34.2,24.6,37.3
2019,DE,Delaware,Sex,Female,35.0,28.6,33.2
2019,DE,Delaware,Sex,Male,33.7,24.5,41.1
2019,DE,Delaware,Total,Total,34.4,26.6,37.0
2019,FL,Florida,Age (years),18 - 24,15.4,21.9,44.7
2019,FL,Florida,Age (years),25 - 34,21.8,23.2,40.6
2019,FL,Florida,Age (years),35 - 44,26.8,26.1,38.3
2019,FL,Florida,Age (years),45 - 54,33.8,26.7,39.7
2019,FL,Florida,Age (years),55 - 64,31.3,27.2,38.0
2019,FL,Florida,Age (years),65 or older,27.6,29.7,33.8
2019,FL,Florida,Education,College graduate,22.1,14.2,34.5
2019,FL,Florida,Education,High school graduate,30.3,31.1,41.2
2019,FL,Florida,Education,Less than high school,28.9,43.6,43.2
2019,FL,Florida,Education,Some college or technical school,27.7,26.1,37.1
2019,FL,Florida,Income,"$15,000 - $24,999",33.2,35.0,38.2
2019,FL,Florida,Income,"$25,000 - $34,999",30.5,28.7,37.0
2019,FL,Florida,Income,"$35,000 - $49,999",29.2,24.5,39.7
2019,FL,Florida,Income,"$50,000 - $74,999",26.8,22.8,38.6
2019,FL,Florida,Income,"$75,000 or greater",24.1,15.0,37.6
2019,FL,Florida,Income,Data not reported,24.4,31.2,36.1
2019,FL,Florida,Income,"Less than $15,000",24.7,40.1,44.7
2019,FL,Florida,Race/Ethnicity,Hispanic,28.2,31.5,37.0
2019,FL,Florida,Race/Ethnicity,NH American Indian/Alaska Native,18.3,22.7,33.7
2019,FL,Florida,Race/Ethnicity,Non-Hispanic 2 or more races,33.6,26.4,34.0
2019,FL,Florida,Race/Ethnicity,Non-Hispanic Asian,17.1,20.1,33.5
2019,FL,Florida,Race/Ethnicity,Non-Hispanic Black,35.0,28.9,36.5
2019,FL,Florida,Race/Ethnicity,Non-Hispanic Other,17.5,25.8,37.0
2019,FL,Florida,Race/Ethnicity,Non-Hispanic White,25.4,24.1,40.0
2019,FL,Florida,Sex,Female,27.2,27.2,35.5
2019,FL,Florida,Sex,Male,26.9,25.7,41.3
2019,FL,Florida,Total,Total,27.0,26.5,38.3
2019,GA,Georgia,Age (years),18 - 24,15.9,23.9,53.0
2019,GA,Georgia,Age (years),25 - 34,31.4,20.4,39.3
2019,GA,Georgia,Age (years),35 - 44,40.1,25.4,42.8
2019,GA,Georgia,Age (years),45 - 54,37.8,30.1,43.7
2019,GA,Georgia,Age (years),55 - 64,41.0,32.9,46.2
2019,GA,Georgia,Age (years),65 or older,29.6,33.1,37.1
2019,GA,Georgia,Education,College graduate,30.2,15.0,37.9
2019,GA,Georgia,Education,High school graduate,34.5,37.1,46.6
2019,GA,Georgia,Education,Less than high school,38.6,43.6,44.3
2019,GA,Georgia,Education,Some college or technical school,32.4,24.1,43.9
2019,GA,Georgia,Income,"$15,000 - $24,999",37.6,40.8,43.6
2019,GA,Georgia,Income,"$25,000 - $34,999",41.2,28.2,48.1
2019,GA,Georgia,Income,"$35,000 - $49,999",32.3,30.5,45.6
2019,GA,Georgia,Income,"$50,000 - $74,999",30.4,24.0,41.0
2019,GA,Georgia,Income,"$75,000 or greater",30.0,15.7,41.2
2019,GA,Georgia,Income,Data not reported,30.4,30.5,42.2
2019,GA,Georgia,Income,"Less than $15,000",38.4,43.8,45.7
2019,GA,Georgia,Race/Ethnicity,Hispanic,41.3,30.1,35.3
2019,GA,Georgia,Race/Ethnicity,Non-Hispanic 2 or more races,21.5,17.8,22.4
2019,GA,Georgia,Race/Ethnicity,Non-Hispanic Asian,12.7,18.3,55.4
2019,GA,Georgia,Race/Ethnicity,Non-Hispanic Black,40.9,30.4,45.3
2019,GA,Georgia,Race/Ethnicity,Non-Hispanic Other,29.6,30.7,43.9
2019,GA,Georgia,Race/Ethnicity,Non-Hispanic White,29.8,27.1,43.3
2019,GA,Georgia,Sex,Female,33.6,29.6,40.8
2019,GA,Georgia,Sex,Male,32.6,26.0,45.6
2019,GA,Georgia,Total,Total,33.1,27.9,43.1
2019,HI,Hawaii,Age (years),18 - 24,18.9,22.6,45.0
2019,HI,Hawaii,Age (years),25 - 34,29.5,21.4,44.8
2019,HI,Hawaii,Age (years),35 - 44,28.7,22.1,40.7
2019,HI,Hawaii,Age (years),45 - 54,29.8,21.7,45.7
2019,HI,Hawaii,Age (years),55 - 64,25.1,28.8,37.1
2019,HI,Hawaii,Age (years),65 or older,18.8,27.7,33.5
2019,HI,Hawaii,Education,College graduate,19.9,16.0,36.5
2019,HI,Hawaii,Education,High school graduate,30.6,29.9,42.7
2019,HI,Hawaii,Education,Less than high school,26.7,36.1,39.6
2019,HI,Hawaii,Education,Some college or technical school,24.4,24.6,42.0
2019,HI,Hawaii,Income,"$15,000 - $24,999",27.4,36.6,38.5
2019,HI,Hawaii,Income,"$25,000 - $34,999",29.2,29.1,40.0
2019,HI,Hawaii,Income,"$35,000 - $49,999",23.9,27.9,42.3
2019,HI,Hawaii,Income,"$50,000 - $74,999",26.8,22.7,39.0
2019,HI,Hawaii,Income,"$75,000 or greater",22.4,17.5,40.4
2019,HI,Hawaii,Income,Data not reported,24.9,25.1,40.1
2019,HI,Hawaii,Income,"Less than $15,000",28.8,30.2,43.6
2019,HI,Hawaii,Race/Ethnicity,Hispanic,34.0,23.0,42.9
2019,HI,Hawaii,Race/Ethnicity,NH Hawaiian/Pacific Islander,51.8,28.3,44.4
2019,HI,Hawaii,Race/Ethnicity,Non-Hispanic 2 or more races,33.7,24.4,45.3
2019,HI,Hawaii,Race/Ethnicity,Non-Hispanic Asian,15.4,28.6,41.4
2019,HI,Hawaii,Race/Ethnicity,Non-Hispanic Black,29.7,16.7,58.0
2019,HI,Hawaii,Race/Ethnicity,Non-Hispanic White,19.6,17.4,31.9
2019,HI,Hawaii,Sex,Female,21.9,27.2,35.9
2019,HI,Hawaii,Sex,Male,28.1,21.6,44.8
2019,HI,Hawaii,Total,Total,25.0,24.4,40.3
2019,IA,Iowa,Age (years),18 - 24,17.7,19.0,45.0
2019,IA,Iowa,Age (years),25 - 34,31.7,22.4,44.7
2019,IA,Iowa,Age (years),35 - 44,38.9,26.3,43.3
2019,IA,Iowa,Age (years),45 - 54,41.4,27.7,42.3
2019,IA,Iowa,Age (years),55 - 64,39.1,28.9,40.8
2019,IA,Iowa,Age (years),65 or older,33.3,31.2,31.4
2019,IA,Iowa,Education,College graduate,30.0,14.9,31.3
2019,IA,Iowa,Education,High school graduate,35.4,35.3,44.7
2019,IA,Iowa,Education,Less than high school,35.9,42.0,39.1
2019,IA,Iowa,Education,Some college or technical school,35.3,23.6,44.1
2019,IA,Iowa,Income,"$15,000 - $24,999",40.9,38.9,45.2
2019,IA,Iowa,Income,"$25,000 - $34,999",36.1,29.3,39.4
2019,IA,Iowa,Income,"$35,000 - $49,999",36.2,30.4,43.0
2019,IA,Iowa,Income,"$50,000 - $74,999",34.7,23.1,39.4
2019,IA,Iowa,Income,"$75,000 or greater",31.8,17.6,38.8
2019,IA,Iowa,Income,Data not reported,28.1,31.5,37.8
2019,IA,Iowa,Income,"Less than $15,000",36.1,36.1,45.8
2019,IA,Iowa,Race/Ethnicity,Hispanic,35.7,38.3,39.9
2019,IA,Iowa,Race/Ethnicity,Non-Hispanic 2 or more races,33.7,27.3,44.0
2019,IA,Iowa,Race/Ethnicity,Non-Hispanic Asian,7.1,22.9,43.4
2019,IA,Iowa,Race/Ethnicity,Non-Hispanic Black,41.1,28.7,38.8
2019,IA,Iowa,Race/Ethnicity,Non-Hispanic White,34.2,25.7,40.4
2019,IA,Iowa,Sex,Female,32.6,25.7,35.7
2019,IA,Iowa,Sex,Male,35.2,27.3,45.5
2019,IA,Iowa,Total,Total,33.9,26.5,40.5
2019,ID,Idaho,Age (years),18 - 24,19.2,18.2,44.0
2019,ID,Idaho,Age (years),25 - 34,29.1,19.8,36.4
2019,ID,Idaho,Age (years),35 - 44,30.2,22.7,34.8
2019,ID,Idaho,Age (years),45 - 54,34.2,23.4,43.6
2019,ID,Idaho,Age (years),55 - 64,33.3,24.3,37.3
2019,ID,Idaho,Age (years),65 or older,29.1,30.9,28.9
2019,ID,Idaho,Education,College graduate,28.6,14.4,30.3
2019,ID,Idaho,Education,High school graduate,28.1,28.7,41.6
2019,ID,Idaho,Education,Less than high school,31.7,42.2,43.5
2019,ID,Idaho,Education,Some college or technical school,30.5,21.0,35.9
2019,ID,Idaho,Income,"$15,000 - $24,999",32.3,35.4,44.7
2019,ID,Idaho,Income,"$25,000 - $34,999",29.8,29.1,44.9
2019,ID,Idaho,Income,"$35,000 - $49,999",30.0,22.1,36.6
2019,ID,Idaho,Income,"$50,000 - $74,999",29.9,17.1,30.0
2019,ID,Idaho,Income,"$75,000 or greater",28.2,13.6,35.0
2019,ID,Idaho,Income,Data not reported,26.6,29.5,35.2
2019,ID,Idaho,Income,"Less than $15,000",33.6,35.3,35.0
2019,ID,Idaho,Race/Ethnicity,Hispanic,29.2,35.0,36.7
2019,ID,Idaho,Race/Ethnicity,Non-Hispanic 2 or more races,31.4,24.5,31.2
2019,ID,Idaho,Race/Ethnicity,Non-Hispanic White,29.1,22.1,37.1
2019,ID,Idaho,Sex,Female,30.6,23.8,35.6
2019,ID,Idaho,Sex,Male,28.4,23.8,38.0
2019,ID,Idaho,Total,Total,29.5,23.8,36.8
2019,IL,Illinois,Age (years),18 - 24,15.4,19.7,46.3
2019,IL,Illinois,Age (years),25 - 34,29.8,20.0,43.9
2019,IL,Illinois,Age (years),35 - 44,34.9,22.5,36.6
2019,IL,Illinois,Age (years),45 - 54,35.3,28.1,40.2
2019,IL,Illinois,Age (years),55 - 64,37.5,29.1,38.8
2019,IL,Illinois,Age (years),65 or older,32.5,31.5,28.4
2019,IL,Illinois,Education,College graduate,25.5,13.7,33.1
2019,IL,Illinois,Education,High school graduate,32.3,31.8,41.7
2019,IL,Illinois,Education,Less than high school,34.7,45.8,43.6
2019,IL,Illinois,Education,Some college or technical school,36.1,25.1,39.0
2019,IL,Illinois,Income,"$15,000 - $24,999",36.2,34.5,36.9
2019,IL,Illinois,Income,"$25,000 - $34,999",36.5,35.9,42.4
2019,IL,Illinois,Income,"$35,000 - $49,999",34.2,30.4,39.4
2019,IL,Illinois,Income,"$50,000 - $74,999",30.4,21.4,40.6
2019,IL,Illinois,Income,"$75,000 or greater",29.6,15.3,35.8
2019,IL,Illinois,Income,Data not reported,25.8,32.1,40.6
2019,IL,Illinois,Income,"Less than $15,000",33.0,39.9,39.6
2019,IL,Illinois,Race/Ethnicity,Hispanic,33.6,35.9,34.0
2019,IL,Illinois,Race/Ethnicity,Non-Hispanic 2 or more races,42.7,24.0,31.7
2019,IL,Illinois,Race/Ethnicity,Non-Hispanic Asian,12.2,24.7,32.4
2019,IL,Illinois,Race/Ethnicity,Non-Hispanic Black,40.7,30.3,45.7
2019,IL,Illinois,Race/Ethnicity,Non-Hispanic White,31.1,22.3,38.4
2019,IL,Illinois,Sex,Female,32.2,26.8,34.7
2019,IL,Illinois,Sex,Male,31.0,24.4,42.2
2019,IL,Illinois,Total,Total,31.6,25.6,38.3
2019,IN,Indiana,Age (years),18 - 24,25.1,24.3,41.6
2019,IN,Indiana,Age (years),25 - 34,35.2,29.8,46.9
2019,IN,Indiana,Age (years),35 - 44,37.4,29.0,41.4
2019,IN,Indiana,Age (years),45 - 54,39.4,29.7,42.3
2019,IN,Indiana,Age (years),55 - 64,39.7,35.0,43.2
2019,IN,Indiana,Age (years),65 or older,33.6,35.1,35.8
2019,IN,Indiana,Education,College graduate,29.5,16.2,33.1
2019,IN,Indiana,Education,High school graduate,34.9,38.6,46.0
2019,IN,Indiana,Education,Less than high school,45.6,47.6,44.6
2019,IN,Indiana,Education,Some college or technical school,36.4,27.6,42.5
2019,IN,Indiana,Income,"$15,000 - $24,999",38.6,44.4,43.3
2019,IN,Indiana,Income,"$25,000 - $34,999",37.5,35.1,48.5
2019,IN,Indiana,Income,"$35,000 - $49,999",38.9,31.6,49.2
2019,IN,Indiana,Income,"$50,000 - $74,999",35.8,25.0,40.5
2019,IN,Indiana,Income,"$75,000 or greater",32.0,19.4,35.2
2019,IN,Indiana,Income,Data not reported,31.5,32.7,39.5
2019,IN,Indiana,Income,"Less than $15,000",40.0,46.2,48.2
2019,IN,Indiana,Race/Ethnicity,Hispanic,46.2,38.0,33.8
2019,IN,Indiana,Race/Ethnicity,Non-Hispanic 2 or more races,34.8,22.5,41.5
2019,IN,Indiana,Race/Ethnicity,Non-Hispanic Asian,5.5,19.1,29.6
2019,IN,Indiana,Race/Ethnicity,Non-Hispanic Black,36.7,33.9,44.6
2019,IN,Indiana,Race/Ethnicity,Non-Hispanic Other,41.4,33.7,41.0
2019,IN,Indiana,Race/Ethnicity,Non-Hispanic White,34.9,30.3,42.2
2019,IN,Indiana,Sex,Female,35.7,32.0,39.0
2019,IN,Indiana,Sex,Male,34.9,29.8,44.4
2019,IN,Indiana,Total,Total,35.3,30.9,41.6
2019,KS,Kansas,Age (years),18 - 24,23.8,20.8,46.5
2019,KS,Kansas,Age (years),25 - 34,34.3,23.0,45.8
2019,KS,Kansas,Age (years),35 - 44,39.8,24.1,40.0
2019,KS,Kansas,Age (years),45 - 54,39.7,28.6,44.3
2019,KS,Kansas,Age (years),55 - 64,40.1,31.7,41.0
2019,KS,Kansas,Age (years),65 or older,32.9,32.0,34.1
2019,KS,Kansas,Education,College graduate,31.2,15.7,32.2
2019,KS,Kansas,Education,High school graduate,36.0,35.5,47.4
2019,KS,Kansas,Education,Less than high school,32.0,41.4,47.0
2019,KS,Kansas,Education,Some college or technical school,39.1,26.4,43.3
2019,KS,Kansas,Income,"$15,000 - $24,999",36.9,36.9,46.2
2019,KS,Kansas,Income,"$25,000 - $34,999",36.6,32.7,45.0
2019,KS,Kansas,Income,"$35,000 - $49,999",38.1,28.9,40.1
2019,KS,Kansas,Income,"$50,000 - $74,999",37.0,24.8,41.7
2019,KS,Kansas,Income,"$75,000 or greater",34.4,17.8,36.6
2019,KS,Kansas,Income,Data not reported,27.8,31.0,42.2
2019,KS,Kansas,Income,"Less than $15,000",40.2,37.5,50.6
2019,KS,Kansas,Race/Ethnicity,Hispanic,34.6,30.4,40.6
2019,KS,Kansas,Race/Ethnicity,NH American Indian/Alaska Native,37.9,35.5,49.6
2019,KS,Kansas,Race/Ethnicity,Non-Hispanic 2 or more races,39.8,21.1,44.7
2019,KS,Kansas,Race/Ethnicity,Non-Hispanic Asian,10.1,22.1,34.8
2019,KS,Kansas,Race/Ethnicity,Non-Hispanic Black,45.7,29.8,42.6
2019,KS,Kansas,Race/Ethnicity,Non-Hispanic White,35.2,26.6,41.4
2019,KS,Kansas,Sex,Female,36.4,28.0,37.9
2019,KS,Kansas,Sex,Male,34.0,26.2,45.0
2019,KS,Kansas,Total,Total,35.2,27.1,41.4
2019,KY,Kentucky,Age (years),18 - 24,24.5,23.5,43.0
2019,KY,Kentucky,Age (years),25 - 34,37.8,24.1,47.9
2019,KY,Kentucky,Age (years),35 - 44,37.1,27.8,48.1
2019,KY,Kentucky,Age (years),45 - 54,44.0,36.4,48.9
2019,KY,Kentucky,Age (years),55 - 64,40.8,37.2,46.0
2019,KY,Kentucky,Age (years),65 or older,32.6,41.7,41.7
2019,KY,Kentucky,Education,College graduate,32.5,17.0,38.4
2019,KY,Kentucky,Education,High school graduate,34.5,38.2,49.0
2019,KY,Kentucky,Education,Less than high school,41.2,53.9,47.7
2019,KY,Kentucky,Education,Some college or technical school,39.1,28.6,47.2
